id	본문	is_rule
3052	2	0
3053	다음 각 목의 전자금융거래기록은 1년간 보존하여야 한다	1
3054	가	0
3055	건당 거래금액이 1만원 이하인 전자금융거래에 관한 기록	1
3056	나	0
3057	전자지급수단의 이용과 관련된 거래승인에 관한 기록	0
3058	다	0
3059	그 밖에 금융위원회가 정하여 고시하는 전자금융거래기록	0
3060	②금융회사 또는 전자금융업자와 동일한 전자금융거래기록을 생성ㆍ보존하는 전자금융보조업자가 제1항제1호 각 목의 전자금융거래기록을 보존하여야 하는 기간은 같은 호에도 불구하고 3년으로 한다	0
3061	<개정 2013	0
3062	11	0
3063	22	0
3064	", 2015"	0
3065	4	0
3066	14	0
3067	>	0
3068	"③금융회사ㆍ전자금융업자 및 전자금융보조업자(이하 ""금융회사등""이라 한다)는 제1항 및 제2항의 전자금융거래기록을 서면, 마이크로필름, 디스크 또는 자기테이프, 그 밖의 전산정보처리조직을 이용한 방법으로 보존하여야 한다"	0
3069	<개정 2013	0
3070	11	0
3071	22	0
3072	", 2015"	0
3073	4	0
3074	14	0
3075	>	0
3076	"④금융회사등은 제3항에 따라 전자금융거래기록을 디스크, 자기테이프, 그 밖의 전산정보처리조직을 이용하여 보존하는 경우에는 「전자문서 및 전자거래 기본법」 제5조제1항 각 호의 요건을 모두 갖추어야 한다"	0
3077	<개정 2012	0
3078	8	0
3079	31	0
3080	", 2013"	0
3081	11	0
3082	22	0
3083	", 2015"	0
3084	4	0
3085	14	0
3086	>	0
3087	⑤ 금융회사등이 법 제22조제2항에 따라 전자금융거래기록을 파기할 때 그 절차와 방법에 관하여는 「개인정보 보호법 시행령」 제16조를 준용한다	0
3088	<신설 2015	0
3089	4	0
3090	14	0
3091	>	0
3092	"⑥ 법 제22조제3항에 따른 상거래관계가 종료된 날의 기준은 금융회사등과 거래상대방 간의 상거래관계가 관계 법령, 약관 또는 합의 등에 따라 계약기간의 만료, 해지권ㆍ해제권ㆍ취소권의 행사, 소멸시효의 완성, 변제 등으로 인한 채권의 소멸, 그 밖의 사유로 종료된 날을 그 기준으로 한다"	0
3093	<신설 2015	0
3094	4	0
3095	14	0
3096	>	0
3097	[제목개정 2015	0
3098	4	0
3099	14	0
3100	]	0
3101	위임행정규칙	0
3102	조문체계도버튼연혁위임행정규칙버튼관련규제버튼	0
3103	"제13조(이용한도 등) ① 법 제23조제1항제1호에 따른 전자화폐의 발행권면 최고한도는 200만원으로, 선불전자지급수단의 발행권면 최고한도는 50만원으로 한다"	1
3104	"다만, 「금융실명거래 및 비밀보장에 관한 법률」 제2조제4호에 따른 실지명의로 발행된 선불전자지급수단의 발행권면 최고한도는 200만원으로 한다"	1
3105	<개정 2008	0
3106	7	0
3107	9	0
3108	", 2013"	0
3109	11	0
3110	22	0
3111	>	0
3112	②법 제23조제1항제2호에 따른 전자자금이체의 이용한도는 100억원의 범위에서 금융위원회가 정하여 고시한다	1
3113	"다만, 금융회사 또는 전자금융업자와 이용자 간에 별도의 계약이 있는 경우에는 그 이용한도를 달리 정할 수 있다"	1
3114	<개정 2008	0
3115	2	0
3116	29	0
3117	", 2008"	0
3118	7	0
3119	9	0
3120	", 2013"	0
3121	11	0
3122	22	0
3123	>	0
3124	③법 제23조제1항제3호에 따른 직불전자지급수단의 이용한도는 1억원의 범위에서 금융위원회가 정하여 고시한다	1
3125	"다만, 금융회사 또는 전자금융업자와 이용자 간에 별도의 계약이 있는 경우에는 그 이용한도를 달리 정할 수 있다"	1
3126	<개정 2008	0
3127	2	0
3128	29	0
3129	", 2008"	0
3130	7	0
3131	9	0
3132	", 2013"	0
3133	11	0
3134	22	0
3135	>	0
3136	④ 법 제23조제2항에 따른 전자적 장치로부터의 현금 출금 최고한도는 1천만원의 범위에서 금융위원회가 정하여 고시한다	1
3137	"다만, 금융회사 또는 전자금융업자와 이용자 간에 별도의 계약이 있는 경우에는 그 최고한도를 달리 정할 수 있다"	1
3138	<신설 2013	0
3139	11	0
3140	22	0
3141	>	0
3142	"⑤제2항 본문 및 제3항 본문에 따른 이용한도와 제4항 본문에 따른 최고한도의 구체적인 사항은 전자자금이체의 방법, 이용횟수나 이용기간 등을 고려하여 금융위원회가 정하여 고시한다"	0
3143	<개정 2008	0
3144	2	0
3145	29	0
3146	", 2008"	0
3147	7	0
3148	9	0
3149	", 2013"	0
3150	11	0
3151	22	0
3152	>	0
3153	위임행정규칙	0
3154	조문체계도버튼연혁관련규제버튼	0
3155	"제14조(분쟁처리 및 분쟁조정 신청절차 등) ①금융회사 또는 전자금융업자는 법 제27조제1항에 따라 손해배상 등의 분쟁처리를 위한 분쟁처리책임자 및 담당자를 지정하고, 그 연락처(전화번호ㆍ모사전송번호ㆍ전자우편주소 등을 말한다)를 인터넷 등을 통하여 이용자에게 알려야 한다"	0
3156	<개정 2013	0
3157	11	0
3158	22	0
3159	>	0
3160	②이용자는 법 제27조제2항에 따라 손해배상 등의 분쟁처리를 요구하는 경우에는 서면(전자문서를 포함한다) 또는 전자적 장치를 이용하여 금융회사 또는 전자금융업자의 본점이나 영업점에 분쟁의 처리를 신청할 수 있다	0
3161	이 경우 금융회사 또는 전자금융업자는 15일 이내에 손해배상 등 분쟁처리에 대한 조사 또는 처리 결과를 이용자에게 알려야 한다	1
3162	<개정 2013	0
3163	11	0
3164	22	0
3165	>	0
3166	③이용자는 법 제27조제2항에 따라 「금융위원회의 설치 등에 관한 법률」에 따른 금융감독원의 금융분쟁조정위원회 또는 「소비자기본법」에 따른 한국소비자원의 소비자분쟁조정위원회에 분쟁조정을 신청할 수 있다	0
3167	<개정 2007	0
3168	3	0
3169	27	0
3170	", 2008"	0
3171	2	0
3172	29	0
3173	>	0
3174	조문체계도버튼연혁위임행정규칙버튼관련규제버튼	0
3175	"제15조(허가 또는 등록면제 등) ①법 제28조제1항 단서에서 ""대통령령이 정하는 금융회사""란 다음 각 호의 어느 하나에 해당하는 금융회사를 말한다"	0
3176	<개정 2008	0
3177	2	0
3178	29	0
3179	", 2009"	0
3180	5	0
3181	29	0
3182	", 2013"	0
3183	11	0
3184	22	0
3185	>	0
3186	1	0
3187	법 제2조제3호다목 및 라목에 따른 금융회사	0
3188	2	0
3189	「금융위원회의 설치 등에 관한 법률」 제38조제4호ㆍ제5호ㆍ제7호 및 제8호에 따른 기관	0
3190	3	0
3191	「여신전문금융업법」에 따른 여신전문금융회사 중 신용카드사업자	0
3192	4	0
3193	"제2조제1호, 제1호의2, 제2호부터 제6호까지의 기관"	0
3194	5	0
3195	삭제  <2009	0
3196	5	0
3197	29	0
3198	>	0
3199	"②법 제28조제2항 각 호 외의 부분 단서에서 ""대통령령이 정하는 금융회사""란 다음 각 호의 어느 하나에 해당하는 금융회사를 말한다"	0
3200	<개정 2007	0
3201	6	0
3202	28	0
3203	", 2008"	0
3204	2	0
3205	29	0
3206	", 2008"	0
3207	7	0
3208	9	0
3209	", 2008"	0
3210	7	0
3211	29	0
3212	", 2009"	0
3213	3	0
3214	31	0
3215	", 2013"	0
3216	11	0
3217	22	0
3218	>	0
3219	1	0
3220	제1항 각 호의 어느 하나에 해당하는 금융회사	0
3221	"다만, 제1항제3호의 자는 법 제28조제2항제1호의 전자자금이체업무를 금융위원회에 등록하지 아니하고 행할 수 있는 금융회사에서 제외한다"	0
3222	2	0
3223	다음 각 목의 어느 하나에 해당하는 금융회사(법 제28조제2항제1호에 따른 전자자금이체업무로 제한한다)	0
3224	가	0
3225	「자본시장과 금융투자업에 관한 법률」에 따른 투자매매업자ㆍ투자중개업자 및 증권금융회사	0
3226	나	0
3227	삭제  <2008	0
3228	7	0
3229	29	0
3230	>	0
3231	다	0
3232	「자본시장과 금융투자업에 관한 법률」에 따른 종합금융회사	0
3233	라	0
3234	「보험업법」에 따른 보험회사	0
3235	"③법 제28조제2항제5호에서 ""대통령령이 정하는 전자금융업무""라 함은 전자금융거래와 관련하여 자금을 수수(授受)하거나 수수를 대행하는 전자금융업무로서 다음 각 호의 어느 하나에 해당하는 업무를 말한다"	0
3236	1	0
3237	「전자상거래 등에서의 소비자보호에 관한 법률」 제13조제2항제10호에 따라 결제대금을 예치받는 업무	0
3238	2	0
3239	"수취인을 대행하여 지급인이 수취인에게 지급하여야 할 자금의 내역을 전자적인 방법으로 지급인에게 고지하고, 자금을 직접 수수하며 그 정산을 대행하는 업무"	0
3240	"④법 제28조제3항제1호가목에서 ""대통령령이 정하는 기준""이라 함은 다음 각 호의 어느 하나에 해당하는 것을 말한다"	0
3241	<개정 2013	0
3242	6	0
3243	28	0
3244	>	0
3245	1	0
3246	"가맹점이 1개의 기초자치단체(「지방자치법」 제2조제1항제2호에 따른 지방자치단체를 말하며, 제주특별자치도의 경우에는 행정시를 말한다) 안에만 위치할 것"	0
3247	2	0
3248	가맹점 수가 10개 이하일 것	0
3249	3	0
3250	가맹점이 1개의 건축물(「건축법」 제2조제1항제2호에 따른 건축물을 말한다) 안에만 위치할 것	0
3251	4	0
3252	가맹점이 1개의 사업장(「부가가치세법 시행령」 제8조 및 제10조에 따른 사업장을 말한다) 안에만 위치할 것	0
3253	"⑤법 제28조제3항제1호나목에서 ""대통령령이 정하는 금액""이라 함은 30억원을 말한다"	0
3254	이 경우 법 제28조제3항제1호나목에 따른 총발행잔액의 구체적인 산정방법은 금융위원회가 정하여 고시한다	0
3255	<개정 2008	0
3256	2	0
3257	29	0
3258	>	0
3259	"⑥법 제28조제3항제1호다목에서 ""대통령령이 정하는 방법에 따라 상환보증보험 등에 가입한 경우""라 함은 선불전자지급수단의 미상환잔액 전부에 대하여 제22조제2항 각 호의 어느 하나에 해당하는 금융회사로부터 지급보증을 받거나 상환보증보험(이에 상당하는 공제를 포함한다)에 가입한 경우를 말한다"	0
3260	<개정 2013	0
3261	11	0
3262	22	0
3263	>	0
3264	"⑦법 제28조제3항제2호에서 ""대통령령이 정하는 전자지급결제대행에 관한 업무""라 함은 전자금융거래와 관련된 자금을 수수하거나 수수를 대행하지 아니하고 전자지급거래에 관한 정보만을 단순히 전달하는 업무를 말한다"	0
3265	"⑧법 제28조제4항 단서에서 ""대통령령이 정하는 금융사고가 발생한 경우""라 함은 다음 각 호의 어느 하나에 해당하는 경우를 말한다"	0
3266	1	0
3267	해당 법인 임직원의 위법하거나 부당한 행위로 이용자 또는 가맹점에 대한 환급 또는 정산이 사실상 불가능하게 된 경우	0
3268	2	0
3269	해당 전자금융업무와 관련된 접근매체의 위조 또는 변조로 이용자 또는 가맹점에 손해가 발생한 경우	0
3270	3	0
3271	해당 지급수단의 관리를 위한 정보처리시스템의 장애로 이용자 또는 가맹점에 손해가 발생한 경우	0
3272	4	0
3273	해당 법인의 임직원 또는 가맹점이 이용자의 전자금융거래정보를 노출하거나 그 밖에 다른 법령에 따른 개인정보 또는 신용정보보호 관련 규정을 위반한 것이 명백한 경우	0
3274	위임행정규칙	0
3275	조문체계도버튼연혁관련규제버튼	0
3276	제16조(전자채권 등록에 관한 절차와 방법 등) ①전자채권을 전자채권관리기관(법 제29조제1항에 따라 전자채권의 등록 및 관리업무를 행하기 위하여 등록한 자를 말한다	0
3277	이하 이 조에서 같다)에 등록하려는 자는 미리 금융회사와 전자채권의 발행 및 채무의 이행을 위한 계좌개설약정을 체결하여야 한다	0
3278	<개정 2013	0
3279	11	0
3280	22	0
3281	>	0
3282	"②전자채권관리기관은 금융회사를 거쳐 전자채권의 등록을 신청받은 때에는 그 전자채권의 발행 내역의 이상 유무를 확인하고, 이상이 없으면 전자채권등록원장에 등록한 후 이를 채권자에게 통지하여야 한다"	0
3283	<개정 2013	0
3284	11	0
3285	22	0
3286	>	0
3287	③전자채권관리기관이 제2항에 따라 전자채권을 등록하는 경우 그 등록사항은 다음 각 호와 같다	0
3288	<개정 2013	0
3289	11	0
3290	22	0
3291	>	0
3292	1	0
3293	전자채권의 채권번호와 종류(보증채권인지 무보증채권인지 여부)	0
3294	2	0
3295	채권자 및 채무자와 그 거래 금융회사에 관한 사항	0
3296	3	0
3297	전자채권의 발행일 및 변제기	0
3298	4	0
3299	전자채권의 발행한도 및 발행금액	0
3300	5	0
3301	그 밖에 전자채권의 등록에 필요한 사항	0
3302	④전자채권관리기관은 등록된 전자채권에 대하여 다음 각 호의 사항을 관리하여야 한다	0
3303	<개정 2013	0
3304	11	0
3305	22	0
3306	>	0
3307	1	0
3308	전자채권의 변제기와 관련된 사항의 채무자에 대한 통지	0
3309	2	0
3310	전자채권의 변제내역 및 미변제내역	0
3311	3	0
3312	전자채권의 양도내역	0
3313	4	0
3314	금융회사 간 전자채권 관련 결제내역	0
3315	5	0
3316	전자채권 관련 거래의 정지에 관한 사항	0
3317	6	0
3318	그 밖에 전자채권의 관리와 관련된 사항	0
3319	조문체계도버튼연혁관련규제버튼	0
3320	"제17조(자본금 요건) ①법 제30조제2항 각 호 외의 부분에서 ""대통령령으로 정하는 금액""이란 다음 각 호의 구분에 따른 금액을 말한다"	0
3321	<개정 2013	0
3322	11	0
3323	22	0
3324	>	0
3325	1	0
3326	법 제28조제2항제1호의 전자자금이체업무의 경우	0
3327	30억원	0
3328	2	0
3329	법 제28조제2항제2호의 직불전자지급수단의 발행 및 관리의 경우	0
3330	20억원	0
3331	3	0
3332	법 제28조제2항제3호의 선불전자지급수단의 발행 및 관리의 경우	0
3333	20억원	0
3334	"② 법 제30조제3항제1호에서 ""대통령령으로 정하는 금액""이란 다음 각 호의 구분에 따른 금액을 말한다"	0
3335	<신설 2016	0
3336	6	0
3337	28	0
3338	>	0
3339	1	0
3340	법 제28조제2항제4호의 전자지급결제대행에 관한 업무의 경우	0
3341	3억원	0
3342	2	0
3343	제15조제3항제1호의 업무의 경우	0
3344	3억원	0
3345	3	0
3346	제15조제3항제2호의 업무의 경우	0
3347	3억원	0
3348	"③법 제30조제3항제2호에서 ""대통령령으로 정하는 금액""이란 다음 각 호의 구분에 따른 금액을 말한다"	0
3349	<개정 2016	0
3350	6	0
3351	28	0
3352	>	0
3353	1	0
3354	법 제28조제2항제4호의 전자지급결제대행에 관한 업무의 경우	0
3355	10억원	0
3356	2	0
3357	제15조제3항제1호의 업무의 경우	0
3358	10억원	0
3359	3	0
3360	제15조제3항제2호의 업무의 경우	0
3361	5억원	0
3362	4	0
3363	법 제29조의 전자채권의 등록 및 관리업무의 경우	0
3364	30억원	0
3365	④법 제28조 및 법 제29조에 따른 업무를 둘 이상 영위하려는 경우에는 제1항부터 제3항까지의 구분에 따른 금액의 합계액을 자본금ㆍ출자총액 또는 기본재산으로 한다	1
3366	"다만, 그 합계액이 50억원 이상이면 50억원으로 한다"	1
3367	<개정 2016	0
3368	6	0
3369	28	0
3370	>	0
3371	조문체계도버튼연혁위임행정규칙버튼관련규제버튼	0
3372	"제18조(재무건전성 기준 등) ①법 제28조 및 법 제29조에 따른 허가를 받거나 등록을 하려는 자(이하 이 조에서 ""신청인""이라 한다)가 「금융위원회의 설치 등에 관한 법률」 제38조에 규정된 금융감독원의 검사대상기관인 경우에는 그 기관의 설립ㆍ운영 등에 관한 법령에서 정하는 경영건전성에 관한 기준 등을 감안하여 금융위원회가 정하여 고시하는 재무건전성 기준에 적합하여야 한다"	0
3373	<개정 2008	0
3374	2	0
3375	29	0
3376	>	0
3377	②신청인이 제1항의 검사대상기관이 아닌 경우에는 신청인[신청인의 대주주가 「독점규제 및 공정거래에 관한 법률」 제2조제2호에 따른 기업집단(동법 시행령 제17조제1항제1호 및 제2호에 해당하는 기업집단을 제외한다	0
3378	"이하 이 조에서 ""기업집단""이라 한다)에 속하는 기업이면 금융업 또는 보험업을 영위하는 회사를 제외한 그 기업집단을 포함한다]의 자기자본ㆍ출자총액 또는 기본재산에 대한 부채총액의 비율이 100분의 200의 범위 안에서 금융위원회가 정하여 고시하는 비율 이하이어야 한다"	1
3379	"다만, 다음 각 호의 요건을 모두 갖춘 신청인에 대하여는 금융위원회가 그 비율을 달리 정하여 고시할 수 있다"	0
3380	<개정 2008	0
3381	2	0
3382	29	0
3383	>	0
3384	1	0
3385	"정부 또는 광역지방자치단체(이하 ""정부등""이라 한다)가 자본금ㆍ출자총액 또는 기본재산의 100분의 10 이상을 소유하고 있거나 출자하고 있을 것"	1
3386	2	0
3387	신청인의 사업 수행이 곤란하게 되는 경우 정부등이 해당 사업을 인수할 것을 확약하는 등 그 사업의 연속성에 대하여 정부등이 보장하고 있을 것	0
3388	3	0
3389	금융위원회가 정하여 고시하는 요건에 맞추어 재무구조개선계획을 제출할 것	0
3390	"③법 제31조제1항제5호에서 ""대통령령이 정하는 주요출자자""라 함은 다음 각 호와 같다"	0
3391	<개정 2008	0
3392	7	0
3393	9	0
3394	", 2008"	0
3395	7	0
3396	29	0
3397	", 2017"	0
3398	9	0
3399	5	0
3400	>	0
3401	1	0
3402	"의결권 있는 발행주식총수 또는 출자총액을 기준으로 본인 및 그와 「금융회사의 지배구조에 관한 법률 시행령」 제3조제1항 각 호의 어느 하나에 해당하는 관계에 있는 자(이하 ""특수관계인""이라 한다)가 소유하는 주식의 수 또는 출자지분이 가장 많은 경우의 그 본인(이하 ""최대주주""라 한다)"	0
3403	"다만, 최대주주가 법인인 경우에는 다음 각 목의 어느 하나에 해당하는 자를 포함한다"	0
3404	가	0
3405	최대주주인 법인의 최대주주(최대주주인 법인을 사실상 지배하는 자가 그 법인의 최대주주와 다른 경우에는 그 사실상 지배하는 자를 포함한다)	0
3406	나	0
3407	최대주주인 법인의 대표자	0
3408	2	0
3409	최대주주의 특수관계인인 주주 또는 출자자	0
3410	3	0
3411	누구의 명의로 하든지 자기의 계산으로 소유한 주식 또는 출자지분의 합계액이 의결권 있는 발행주식총수 또는 출자총액의 100분의 10 이상에 해당하는 자	0
3412	4	0
3413	임원의 임면(任免) 등 해당 법인의 주요 경영사항에 대하여 사실상 영향력을 행사하고 있는 주주 또는 출자자	0
3414	위임행정규칙	0
3415	조문체계도버튼연혁관련규제버튼	0
3416	"제19조(대주주인 출자자 등) ① 법 제32조제1호에서 ""대통령령이 정하는 출자자""란 제18조제3항에 따른 주요출자자를 말한다"	0
3417	<개정 2008	0
3418	7	0
3419	9	0
3420	>	0
3421	"②법 제32조제5호에서 ""대통령령이 정하는 금융관계법령""이라 함은 별표 1의2 각 호의 법령을 말한다"	0
3422	<개정 2012	0
3423	5	0
3424	7	0
3425	>	0
3426	조문체계도버튼연혁위임행정규칙버튼관련규제버튼	0
3427	제20조(허가와 등록의 신청방법 등) ①법 제28조 및 법 제29조에 따라 허가를 받거나 등록을 하려는 자는 다음 각 호의 사항을 기재한 허가 또는 등록신청서를 금융위원회에 제출하여야 한다	0
3428	<개정 2008	0
3429	2	0
3430	29	0
3431	>	0
3432	1	0
3433	상호 및 주된 사무소의 소재지	0
3434	2	0
3435	임원에 관한 사항	0
3436	3	0
3437	자본금 및 출자자(금융위원회가 정하여 고시하는 소액출자자를 제외한다)의 성명 또는 명칭과 그 지분율	0
3438	4	0
3439	영위하려는 전자금융업무	0
3440	5	0
3441	전자금융업무 외의 사업을 영위하고 있거나 영위하려는 자의 경우에는 해당 사업의 내용(허가의 경우에 한한다)	0
3442	② 제1항에 따른 신청서에는 다음 각 호의 서류를 첨부하여야 한다	0
3443	이 경우 금융위원회는 「전자정부법」 제36조제1항에 따른 행정정보의 공동이용을 통하여 법인 등기사항증명서(신청인이 법인인 경우로 한정한다)를 확인하여야 한다	0
3444	<개정 2008	0
3445	2	0
3446	29	0
3447	", 2010"	0
3448	5	0
3449	4	0
3450	", 2010"	0
3451	11	0
3452	2	0
3453	>	0
3454	1	0
3455	정관 및 자본금 납입 증명서류	0
3456	2	0
3457	재무제표와 그 부속서류	0
3458	3	0
3459	주주의 구성(허가의 경우만 해당한다)	0
3460	4	0
3461	업무개시 후 3년 간의 사업계획서(추정 재무제표 및 예산수지 계산서를 포함한다)	0
3462	5	0
3463	전문인력 및 시설현황을 기재한 서류	0
3464	6	0
3465	영업현황(허가의 경우만 해당한다)을 기재한 서류	0
3466	7	0
3467	삭제  <2012	0
3468	5	0
3469	7	0
3470	>	0
3471	8	0
3472	그 밖에 허가 또는 등록에 필요한 서류로서 금융위원회가 정하여 고시하는 서류	0
3473	"③금융위원회는 제1항에 따라 허가신청서를 제출받은 날부터 3월 이내에 허가 여부를 결정하고, 신청인에게 통보하여야 한다"	1
3474	<개정 2008	0
3475	2	0
3476	29	0
3477	>	0
3478	"④금융위원회는 제1항에 따라 등록신청서를 제출한 자가 법 제31조의 등록요건을 갖춘 경우에는 지체 없이 등록을 하고, 그 사실을 신청인에게 통보하여야 한다"	1
3479	<개정 2008	0
3480	2	0
3481	29	0
3482	>	0
3483	⑤금융위원회는 제1항 및 제2항에 따라 제출받은 서류에 흠결이 있는 경우에는 서류를 제출받은 날부터 10일 이내에 보완할 것을 요청할 수 있다	1
3484	이 경우 보완에 걸린 기간은 제3항에 따른 기간에 산입하지 아니한다	1
3485	<개정 2008	0
3486	2	0
3487	29	0
3488	>	0
3489	⑥ 금융위원회는 제1항에 따른 신청서류의 서식을 정하여 고시한다	0
3490	<신설 2012	0
3491	5	0
3492	7	0
3493	>	0
3494	위임행정규칙	0
3495	조문체계도버튼연혁위임행정규칙버튼	0
3496	"제21조(등록말소신청) ①법 제34조제1항에 따라 등록의 말소를 신청하려는 자는 금융위원회가 정하여 고시하는 바에 따라 이용자 보호조치를 마친 후, 다음 각 호의 사항을 기재한 등록말소신청서를 금융위원회에 제출하여야 한다"	0
3497	<개정 2008	0
3498	2	0
3499	29	0
3500	", 2012"	0
3501	5	0
3502	7	0
3503	>	0
3504	1	0
3505	상호 및 주된 사무소 소재지	0
3506	2	0
3507	등록을 말소하려는 전자금융업무의 종류	0
3508	3	0
3509	등록말소의 사유	0
3510	4	0
3511	등록말소에 따른 이용자 보호조치내역	0
3512	② 금융위원회는 제1항에 따른 등록말소신청서류의 서식을 정하여 고시한다	0
3513	<신설 2012	0
3514	5	0
3515	7	0
3516	>	0
3517	위임행정규칙	0
3518	조문체계도버튼연혁위임행정규칙버튼관련규제버튼	0
3519	"제22조(겸업가능 업무 등) ①법 제35조제1항제2호에서 ""대통령령이 정하는 업무""라 함은 다음 각 호의 어느 하나에 해당하는 업무를 말한다"	0
3520	<개정 2008	0
3521	2	0
3522	29	0
3523	", 2013"	0
3524	11	0
3525	22	0
3526	>	0
3527	1	0
3528	전자금융업과 관련된 정보처리시스템 및 소프트웨어의 개발ㆍ판매ㆍ대여	0
3529	2	0
3530	금융회사 및 전자금융업자를 위한 전자금융업무의 일부 대행	0
3531	3	0
3532	그 밖에 법 제28조 또는 법 제29조에 따른 허가를 받거나 등록을 한 업무를 수행하기 위하여 필요한 업무로서 금융위원회가 정하여 고시하는 업무	0
3533	"②법 제35조제2항에서 ""대통령령이 정하는 금융회사""란 다음 각 호의 어느 하나에 해당하는 금융회사를 말한다"	0
3534	<개정 2008	0
3535	2	0
3536	29	0
3537	", 2013"	0
3538	11	0
3539	22	0
3540	", 2016"	0
3541	5	0
3542	31	0
3543	>	0
3544	1	0
3545	「금융위원회의 설치 등에 관한 법률」 제38조제1호ㆍ제2호(종합금융회사만 해당한다)ㆍ제7호 및 제8호의 기관	0
3546	2	0
3547	「신용보증기금법」에 따른 신용보증기금	0
3548	3	0
3549	「기술보증기금법」에 따른 기술보증기금	0
3550	4	0
3551	「보험업법」에 따른 보험회사	0
3552	5	0
3553	제2조제1호 및 제2호의 금융회사	0
3554	위임행정규칙	0
3555	조문체계도버튼관련규제버튼	0
3556	"제23조(전자금융업 가맹점계약 해지 사유) 법 제38조제4항에서 ""대통령령이 정하는 사유""라 함은 다음 각 호의 어느 하나에 해당하는 경우를 말한다"	0
3557	1	0
3558	가맹점이 법 제26조 또는 법 제37조제3항제3호 내지 제5호를 위반하여 형을 선고받은 경우	0
3559	2	0
3560	가맹점이 법 제37조제1항ㆍ제2항 또는 제3항제3호 내지 제5호를 위반한 사실에 관하여 관계 행정기관으로부터 서면통보가 있는 경우	0
3561	3	0
3562	관계 행정기관으로부터 해당 가맹점의 폐업사실을 서면으로 통보받은 경우	0
3563	조문체계도버튼연혁관련규제버튼	0
3564	제24조(경영지도의 기준) 법 제42조제2항에 따른 경영지도의 기준에는 다음 각 호의 사항이 포함되어야 한다	0
3565	<개정 2012	0
3566	5	0
3567	7	0
3568	>	0
3569	1	0
3570	법 제28조 또는 법 제29조에 따른 허가 또는 등록의 요건인 자본금의 유지에 관한 사항	0
3571	2	0
3572	자기자본의 보유기준에 관한 사항	0
3573	3	0
3574	유동성부채에 대한 유동성자산의 보유기준에 관한 사항	0
3575	4	0
3576	총자산 대비 투자위험성이 낮은 자산의 비율에 관한 사항(선불전자지급수단의 발행인 및 전자화폐발행자의 경우는 제외한다)	0
3577	5	0
3578	미상환잔액 대비 자기자본의 비율에 관한 사항(선불전자지급수단의 발행인 및 전자화폐발행자에 한한다)	0
3579	조문체계도버튼연혁위임행정규칙버튼관련규제버튼	0
3580	제25조(합병ㆍ해산ㆍ폐업 등의 인가) ①금융위원회는 법 제45조제1항에 따라 합병ㆍ해산 또는 폐지의 인가를 하는 경우에는 다음 각 호의 사항을 고려하여야 한다	0
3581	<개정 2008	0
3582	2	0
3583	29	0
3584	", 2008"	0
3585	7	0
3586	29	0
3587	", 2013"	0
3588	11	0
3589	22	0
3590	>	0
3591	1	0
3592	법 제45조제1항제1호에 따른 합병의 경우	0
3593	가	0
3594	전자금융산업의 효율화와 신용질서의 유지에 지장을 주지 아니할 것	0
3595	나	0
3596	합병에 따른 영업계획 및 조직운영계획이 적정할 것	0
3597	다	0
3598	합병으로 인하여 설립되는 회사 또는 합병 후 존속하는 회사 등이 법 제30조 내지 제32조를 위반하지 아니할 것	0
3599	라	0
3600	"「상법」과 「자본시장과 금융투자업에 관한 법률」, 그 밖의 관계 법령에 따른 절차이행에 하자가 없을 것"	0
3601	2	0
3602	법 제45조제1항제2호에 따른 해산 또는 폐지의 경우	0
3603	가	0
3604	해당 금융회사의 경영 및 재무상태 등에 비추어 부득이한 사정이 있을 것	0
3605	나	0
3606	전자화폐 이용자 및 가맹점 보호와 신용질서유지에 지장을 주지 아니할 것	0
3607	다	0
3608	"「상법」과 「자본시장과 금융투자업에 관한 법률」, 그 밖에 관계 법령에 따른 절차이행에 하자가 없을 것"	0
3609	"②법 제45조제1항제3호에 따른 영업의 전부 또는 일부의 양수 인가에 관하여는 제1항제1호를, 영업의 전부 또는 일부의 양도 인가에 관하여는 제1항제2호를 각각 준용한다"	0
3610	"③금융위원회는 법 제45조제1항에 따른 인가의 세부요건, 신청서류, 그 밖에 필요한 사항을 정하여 고시할 수 있다"	0
3611	<개정 2008	0
3612	2	0
3613	29	0
3614	>	0
3615	위임행정규칙	0
3616	조문체계도버튼연혁관련규제버튼	0
3617	제26조(업무정지 및 과징금부과의 기준 등) ① 법 제46조제1항에 따른 과징금의 부과기준은 별표 1의3과 같다	0
3618	<신설 2017	0
3619	10	0
3620	17	0
3621	>	0
3622	②법 제43조제2항에 따라 업무정지를 명하거나 법 제46조제2항에 따라 과징금을 부과할 수 있는 위반행위의 종별에 따른 업무정지의 기간 및 과징금의 금액은 별표 2와 같다	0
3623	<개정 2015	0
3624	4	0
3625	14	0
3626	", 2017"	0
3627	10	0
3628	17	0
3629	>	0
3630	③금융위원회는 위반행위의 정도 및 위반횟수 등을 참작하여 제2항에 따른 업무정지의 기간 또는 업무정지명령에 갈음하여 부과하는 과징금의 금액의 2분의 1의 범위 안에서 가중하거나 감경할 수 있다	1
3631	"다만, 가중하는 경우에도 업무정지의 기간은 6개월을, 업무정지명령에 갈음하여 부과하는 과징금의 총액은 5천만원을 초과할 수 없다"	1
3632	<개정 2008	0
3633	2	0
3634	29	0
3635	", 2015"	0
3636	4	0
3637	14	0
3638	", 2017"	0
3639	10	0
3640	17	0
3641	>	0
3642	1	0
3643	삭제  <2017	0
